Irradiance[W/m^2],Temperature[deg C],Humidity[%],Wind Speed[m/s]
419.252,7.79,25.07,4.125
422.836,7.799,24.73,4.7
424.539,7.802,24.59,3.488
425.705,7.805,24.53,3.1
425.015,7.851,24.3,3.025
426.104,7.954,24.48,2.75
425.198,8.1,24.37,2.988
427.198,8.16,24.1,1.988
425.948,8.2,24.23,1.988
426.023,8.16,23.98,4.625
429.045,8.03,24.4,4.637
435.889,7.984,24.09,4.375
440.729,7.955,24.29,2.363
443.957,7.986,24.69,2.538
445.892,8.01,25.04,2.775
448.364,8.08,24.41,3.25
447.588,8.16,24.38,2.788
444.938,8.24,24.44,1.925
444.433,8.25,24.07,2.925
446.991,8.23,23.99,1.525
447.635,8.28,24.05,2.488
448.652,8.33,24.21,2.163
448.646,8.31,24.24,1.475
449.955,8.37,23.99,2.5
451.537,8.43,23.79,2.763
453.148,8.42,24.03,2.5
454.201,8.37,24.05,2.288
455.288,8.38,24.11,2.513
456.851,8.48,24.05,1.75
459.486,8.55,24.29,4.875
461.482,8.42,24.57,4.175
462.533,8.46,24.63,2.438
463.505,8.51,23.93,3.213
466.575,8.42,24.42,2.675
467.937,8.41,24.3,4.525
467.619,8.44,24.57,4.762
468.052,8.45,24.91,4.2
469.495,8.54,25.01,5.087
471.707,8.52,25.14,3.613
474.426,8.42,25.04,3.6
475.768,8.26,24.77,4.312
476.321,8.11,25.1,4.45
476.661,8.09,24.96,5.462
477.341,8.06,25.21,4.4
477.928,8.14,25.41,5.2
479.798,8.26,25.56,4.612
481.362,8.28,25.5,5.5
482.688,8.17,25.58,5.125
483.871,8.12,25.85,6.687
484.688,8.04,26.04,6.637
485.89,7.891,26.15,5.5
486.849,7.872,26.17,4.75
487.713,7.982,25.98,4.825
488.314,8.06,25.1,4.812
489.164,8.22,25.17,6.325
490.742,8.13,25.48,6.737
492.124,8.07,25.47,5.25
493.328,8.07,25.51,6.087
493.934,8.01,25.72,6.25
494.201,7.864,26.18,5.837
495.019,7.899,26.21,5.962
496.818,7.919,26.2,6.4
497.48,7.814,26.47,6.037
497.812,7.852,26.06,4.662
498.975,8.01,26.07,4.425
499.313,8.12,25.68,5.325
500.156,8.13,25.79,5.25
500.619,8.06,26,4.662
500.883,8.08,25.93,5.312
501.237,8.11,25.78,5.725
503.002,8.08,25.47,6.787
504.365,8.23,25.45,5.575
504.738,8.28,25.35,4.887
505.833,8.19,25.33,5.887
506.37,8.1,25.37,4.85
506.425,8.1,25.41,2.938
507.013,8.09,25.91,2.825
507.583,8.16,25.76,3.575
508.536,8.3,25.8,2.9
509.419,8.33,25.86,2.875
510.189,8.35,25.46,1.875
509.75,8.31,24.99,1.205
509.549,8.35,25.53,2.4
510.397,8.54,24.66,3.338
510.741,8.57,24.62,3.088
511.844,8.59,24.55,3.575
511.676,8.57,24.43,5.962
513.356,8.43,23.86,4.075
514.167,8.33,24.15,3.525
513.961,8.35,24.93,4.388
514.433,8.38,25,5.425
515.221,8.28,25.34,4.637
515.977,8.27,25.57,3.138
516.79,8.4,24.81,3.825
518.022,8.38,25.45,4.662
517.888,8.31,25.38,4.887
517.805,8.3,25.11,2.3
518.005,8.39,24.85,4.05
517.993,8.43,25.44,4.737
518.453,8.49,25.37,6.787
520.029,8.33,25.88,4.812
520.516,8.29,25.97,6.3
520.071,8.22,25.62,3.213
520.748,8.16,26.04,4.3
520.88,8.24,26.17,3.5
520.287,8.24,25.96,3.925
517.255,8.15,25.85,4.5
515.542,8.12,26.14,4.8
516.057,8.09,26.22,2.638
517.556,8.06,25.8,4.912
517.316,8.01,25.98,5.55
521.656,8.01,26.09,3.812
521.34,8.14,25.99,3.588
521.357,8.32,25.91,3.938
521.425,8.48,25.61,3.438
522.481,8.55,25.49,3.338
522.544,8.56,25.92,2.563
520.406,8.68,25.27,2.675
520.406,8.8,25.16,3.538
520.737,8.8,25.02,3.638
521.258,8.75,24.85,4.812
521.746,8.6,24.2,4.737
520.836,8.42,24.48,4.9
518.053,8.37,24.48,3.363
520.99,8.51,25.07,3.788
520.688,8.66,24.53,3.788
520.399,8.74,24.43,4.687
521.471,8.76,24.77,4.1
520.552,8.77,24.54,2.763
520.769,8.69,24.68,4.325
520.094,8.59,25.13,4.275
519.792,8.55,24.38,2.825
520.793,8.44,23.89,4.2
520.672,8.34,24.49,5.087
520.292,8.31,24.93,3.438
520.169,8.46,24.93,4.138
520.534,8.73,24.23,3.975
520.337,8.79,23.82,6.637
519.344,8.76,24.13,4.7
518.523,8.77,23.92,4.675
518.468,8.78,22.59,6.612
518.312,8.63,23.39,5.987
518.654,8.63,23.08,1.92
517.387,8.82,22.97,3.463
516.469,8.98,23.15,2.185
517.434,9.06,23.2,3.238
517.003,9.11,22.85,5.712
514.621,9.1,22.53,4.95
512.61,9.06,23.12,3.663
512.793,9.03,22.98,5.375
512.788,8.87,23.05,7.512
512.57,8.61,23.24,5.7
512.284,8.47,23.36,6.137
511.285,8.47,23.68,7.075
509.532,8.45,23.79,3.887
509.113,8.55,23.45,3.638
507.728,8.61,22.96,3.05
505.753,8.69,23.32,2.988
504.689,8.83,22.86,5.812
504.901,8.74,22.24,7.225
505.066,8.6,22.65,6.587
504.273,8.63,22.78,4.862
503.645,8.69,22.8,5.112
502.669,8.75,22.26,5.425
502.216,8.66,22,5.762
502.899,8.6,22.63,4.213
501.899,8.75,22.64,4.55
501.128,8.76,22.21,5.387
500.502,8.79,22.33,6.875
498.37,8.79,21.92,7.75
497.354,8.79,22.13,6.487
496.915,8.81,22.19,5.95
495.774,8.74,22.59,6.812
495.1,8.64,22.48,9.31
493.993,8.6,22.57,5.337
493.533,8.65,22.87,3.8
491.134,8.79,22.24,4.575
490.454,8.85,22.51,4.537
489.246,9,21.82,4.15
489.951,8.92,21.87,4.837
488.37,8.89,22.04,4.962
488.047,8.88,22.24,7.562
487.353,8.78,22.41,6.362
485.299,8.65,22.93,3.538
484.62,8.65,22.66,5.712
482.028,8.7,21.79,7.725
481.595,8.63,22.04,6.45
480.71,8.67,22.49,6.45
479.228,8.79,22.1,8
476.452,8.76,22.15,5.5
475.618,8.66,22.46,6.025
474.491,8.67,22.09,3.325
473.805,8.71,22.68,5.187
473.077,8.72,22.07,9.85
471.467,8.6,22.38,6.037
469.852,8.77,21.93,6.6
468.195,8.85,21.86,4.325
468.063,8.84,22.11,4.238
466.153,8.86,22.26,7.025
464.827,8.88,21.69,6.875
463.404,8.67,22.42,5.725
461.947,8.62,22.46,4.263
460.017,8.59,22.23,5.237
458.619,8.58,22.46,3.85
457.104,8.61,22.36,2.525
456.516,8.69,22.61,2.403
453.736,8.81,22.03,5.087
452.687,8.84,21.98,7.225
451.671,8.85,21.97,6.375
449.757,8.86,21.9,5.15
448.115,8.85,21.68,4.1
446.561,8.86,21.68,3.8
444.733,8.74,22.1,3.388
442.201,8.59,22.62,3.85
440.927,8.68,22.33,3.6
439.048,8.76,22,4.837
436.95,8.71,21.93,2.588
434.864,8.79,21.57,2.5
432.507,8.94,21.37,1.575
431.81,9.11,21.52,3.013
429.428,9.18,21.7,2.85
428.537,9.16,21.48,2.863
427.146,9.06,21.81,5.037
425.885,9.02,21.72,2.5
424.587,9.08,22.52,2.45
422.003,9.06,22.53,3.3
419.96,9.02,22.16,3.025
418.49,8.92,22.19,7.112
415.954,8.71,22.81,5.937
414.866,8.54,22.87,8.06
414.329,8.46,22.83,4.362
413.328,8.38,23.05,3.987
411.467,8.42,22.7,2.288
407.789,8.55,22.87,2.05
405.748,8.79,22.45,3.863
404.679,8.84,21.75,4.475
402.769,8.87,21.94,5.562
399.93,8.72,22.09,3.3
398.076,8.61,22.74,1.813
397.562,8.73,22.78,1.89
395.241,8.9,22.33,2.6
392.338,9.01,21.24,3.438
390.498,8.88,21.02,8.6
388.894,8.71,21.31,8.84
387.317,8.6,21.68,7.825
384.892,8.61,21.66,7.475
383.062,8.62,21.78,3.6
380.892,8.7,21.89,1.65
378.818,8.83,21.56,2.963
376.734,8.86,21.5,4.05
375.041,8.8,21.64,4.287
372.848,8.68,22.01,4.75
371.099,8.76,21.84,2.825
370.019,8.95,21.3,3.163
368.001,9.02,21.38,2.188
365.97,9.03,20.93,7.487
363.855,8.82,21.38,8.14
361.15,8.6,21.9,6.15
358.266,8.51,21.7,4.187
356.799,8.44,21.85,2.64
356.029,8.52,21.78,1.638
354.237,8.64,22.01,0.883
351.423,8.8,21.73,1.61
350.208,8.9,21.67,2.975
346.456,8.91,21.79,3.3
343.938,9.04,21.91,2.875
341.361,9.09,21.95,2.7
338.927,9.13,21.82,3.288
336.433,9.16,21.93,4.912
334.451,9.08,22.08,3.138
332.334,8.98,22.38,3.188
329.119,8.86,22.88,6.662
326.997,8.69,23.1,7.725
325.625,8.64,22.99,1.715
324.161,8.59,21.76,3.5
322.356,8.55,22.2,2.988
319.995,8.55,22.06,3.763
316.119,8.43,23.03,6.462
313.234,8.31,23.78,6.112
309.801,8.28,23.73,4.325
305.444,8.26,22.98,6.112
304.574,8.25,22.55,7.175
303.074,8.25,23.12,4.812
300.486,8.23,23.37,7.437
297.662,8.23,23.61,4.937
294.385,8.28,23.77,5.075
292.007,8.28,23.78,3.563
290.02,8.27,23.8,4.425
286.525,8.28,24,2.5
284.126,8.32,23.41,2.575
281.742,8.23,23.77,3.962
279.5,8.15,24.19,4.95
276.792,8.12,24.25,5.362
275.033,8.03,23.98,5.625
273.055,7.991,23.16,5.512
269.411,7.996,24.1,6.487
266.341,8,23.52,8.42
263.435,7.928,24.01,8.36
260.904,7.923,24.06,5.75
257.256,7.873,24.09,6.875
255.107,7.784,24.81,6.437
252.334,7.748,24.82,7.625
249.191,7.765,24.93,5.825
247.702,7.81,24.84,6.012
245.211,7.827,25.05,4.712
242.756,7.87,25.09,2.313
239.51,7.963,25.35,2.038
236.916,8,25.71,1.14
233.699,8.12,25.32,0.51
230.97,8.3,25.19,2.593
228.59,8.35,25.62,3.825
226.02,8.24,24.83,2.963
223.518,7.992,24.81,2.075
220.935,7.951,25.17,2.463
217.943,7.987,25.49,2.175
214.819,8.01,25.58,2.45
211.566,7.997,26.19,2.213
208.973,8.06,26.32,1.44
205.888,8.12,26.36,2.003
202.235,8.08,26.95,5.237
199.015,7.868,27.32,5.075
196.328,7.761,26.64,3.788
193.698,7.624,27.28,3.95
190.796,7.595,27.61,2.65
188.681,7.707,27.55,3.775
185.694,7.744,27.83,1.633
182.875,7.734,27.72,3.05
180.097,7.665,28,1.825
176.945,7.584,28.02,2.85
174.467,7.55,27.82,3.987
171.852,7.517,28.07,2.178
168.781,7.392,28.49,2.603
166.58,7.345,29.16,2.538
163.458,7.339,29.52,3.812
160.113,7.307,30.2,3.475
157.696,7.289,30.26,3.7
154.626,7.282,29.75,3.925
151.722,7.263,29.64,2.513
148.62,7.259,30.06,3.188
145.77,7.234,30.46,1.79
143.577,7.183,30.6,3.25
141.381,7.194,30.68,2.388
138.218,7.264,30.5,1.963
136.005,7.394,29.93,1.38
134.42,7.486,29.7,2.575
129.864,7.53,28.97,2.238
125.68,7.527,28.6,2.525
124.364,7.499,28.71,2.625
123.582,7.476,28.92,1.568
120.965,7.466,28.92,1.383
117.008,7.462,28.91,1.7
113.229,7.454,28.92,2.05
111.089,7.444,29.21,2.263
112.311,7.427,28.92,3.35
114.078,7.315,29.18,4.638
111.811,7.245,29.72,4.35
104.901,7.178,29.95,3.425
98.3758,7.079,30.09,3.25
94.2378,7.051,30.11,2.225
90.7834,7.031,30.1,1.363
89.7281,7.013,29.87,0.637
87.5507,7.004,29.72,0.165
83.1973,7.079,29.3,0.143
76.7792,7.203,29.11,0.558
72.3404,7.246,28.85,1.55
58.4211,7.262,28.86,1.775
53.4383,7.259,28.67,1.475
47.5286,7.171,28.46,1.575
37.4631,7.075,28.48,2.213
36.7647,7.01,28.47,0.905
29.5687,6.961,28.55,0.66
28.1968,6.934,28.7,1.233
26.4017,6.857,29.29,2.738
20.5396,6.765,29.99,3.563
20.7164,6.592,30.28,4.012
20.4398,6.495,30.13,3.113
18.4585,6.455,29.96,3.638
16.7365,6.43,29.97,3
15.2982,6.411,30.13,1.9
14.6152,6.385,30.52,2.15
14.5561,6.291,30.23,2.725
14.1793,6.232,30.52,3.213
13.6993,6.188,30.07,2.963
14.5728,6.154,29.93,2.238
14.3152,6.071,30.39,2.125
13.4283,5.977,30.4,3.25
11.6846,5.902,30.41,3.563
10.5868,5.825,30.16,3.888
10.3998,5.853,29.97,4.15
11.6862,5.89,30.11,3.013
12.2394,5.941,29.98,2.013
11.3985,5.952,29.89,0.285
9.02353,5.954,29.97,2.078
7.28192,5.97,29.79,2.388
6.56317,6.006,29.41,2.15
5.99552,6.03,29.33,1.01
5.57942,6.026,29.45,0.143
5.15516,6.029,29.49,0.907
4.81317,6.041,29.63,2.113
4.44585,6.046,29.58,0.555
8.8335,-1.748,52.29,4.537
10.2827,-1.714,52.54,3.863
12.1241,-1.716,52.72,2.413
13.8216,-1.715,52.66,2.725
15.2381,-1.826,52.71,2.663
16.5793,-1.863,52.9,2.9
18.1906,-1.918,53.35,2.863
19.9663,-1.966,53.29,2.288
21.5438,-2.017,52.99,0.807
23.2598,-2.09,52.58,0.95
24.9854,-2.06,52.07,0.775
26.7746,-1.981,51.62,0.795
28.6702,-1.87,51.39,0.862
30.4239,-1.742,51.56,1
32.5051,-1.678,51.33,1.075
34.5877,-1.514,50.72,0.35
36.3772,-1.336,50.55,0.105
38.3038,-1.225,50.1,0.302
40.1372,-1.132,49.78,0
42.0459,-1.028,49.47,0
44.6619,-0.873,49.41,0.582
47.0737,-0.717,49.3,0.295
48.9517,-0.611,49.09,1.063
51.0988,-0.625,49.2,1
53.9932,-0.676,49.46,0.173
56.1124,-0.685,49.28,0
58.56,-0.68,49.02,0.2
61.2949,-0.666,48.79,0.817
64.2932,-0.667,48.38,1.125
66.6657,-0.665,48.42,1
65.4669,-0.637,48.33,0.427
62.6453,-0.588,48.09,1.125
64.8832,-0.576,48.15,0.842
72.4402,-0.644,48.16,1.2
80.185,-0.69,48.37,0.83
83.9605,-0.691,48.14,1.563
87.7899,-0.664,47.85,1.5
88.6195,-0.564,47.59,1.575
88.8531,-0.494,47.41,1.7
91.0154,-0.464,47.64,1.25
91.6584,-0.464,47.7,1.3
93.1456,-0.48,47.18,1.625
94.764,-0.452,47.03,1.4
98.9438,-0.313,46.52,1.388
101.993,-0.214,46.15,1.4
100.7,-0.108,45.71,1.6
101.115,-0.029,45.48,1.813
104.522,0.013,45.55,1.663
103.872,0.03,45.24,1.613
105.876,0.039,44.83,1.725
108.092,0.041,44.45,1.425
110.069,0.078,44.19,1.275
114.028,0.213,43.74,0.33
116.781,0.33,43.92,0.105
120.014,0.475,44.3,1.065
124.23,0.421,44.49,2.288
119.866,0.204,45.84,1.4
116.001,-0.087,46.84,1.44
119.833,-0.27,47.65,1.238
123.937,-0.365,47.47,0.965
127.087,-0.268,47.47,0
137.45,-0.04,47.74,0
141.699,0.206,46.76,0
132.473,0.469,45.35,0.18
136.735,0.761,44.53,1.413
144.673,1.015,45.23,1.9
133.694,1.072,45.91,1.563
118.949,0.977,46.58,1.988
134.044,0.502,46.42,2.638
151.707,0.022,46.67,2.125
144.325,-0.258,46.96,1.363
139.688,-0.395,46.73,1.113
148.384,-0.409,47.15,1.15
155.106,-0.359,47.04,1
152.939,-0.263,47.06,1.638
146.279,-0.111,47.68,1.75
139.995,0.095,47.94,1.95
166.42,0.236,48.14,1.488
185.746,0.266,47.93,1.6
195.495,0.371,47.59,0.963
192.964,0.46,48.07,0.342
187.792,0.571,47,0.457
186.288,0.86,47.09,1.338
182.684,1.046,47.25,1.725
184.72,0.869,47.43,2.363
181.533,0.495,47.07,2.425
177.269,0.288,47.05,2.538
169.486,0.188,48.09,2.388
159.211,0.084,48.2,2.563
150.912,-0.067,47.98,2.513
161.821,-0.349,47.8,1.938
162.56,-0.478,48.14,2.088
163.663,-0.579,47.8,1.325
171.212,-0.553,47.79,0.925
174.396,-0.291,46.22,0.695
177.667,0.003,46.69,0
191.112,0.238,46.71,0.622
200.344,0.317,46.99,0.68
199.167,0.368,46.79,0.128
189.483,0.365,46.99,0
189.787,0.442,46.78,0
195.194,0.505,47.58,0
203.404,0.537,46.31,0.448
219.343,0.543,45.84,2.05
228.482,0.403,45.75,1.225
241.052,0.442,45.64,0.632
249.753,0.841,45.4,0.717
250.868,1.243,45.16,0.375
250.982,1.6,44.25,0.165
246.399,1.875,43.8,0
234.416,2.077,42.65,0
222.728,2.135,43.27,0
226.618,2.195,42.73,0.332
237.708,2.238,42.79,1.075
250.306,2.128,43.22,0
266.466,2.101,42.67,0.153
278.6,2.285,42.05,0
281.673,2.633,42.21,0
276.117,2.859,41.61,0
272.834,3.019,40.7,0.07
267.181,2.94,39.94,0.337
261.604,2.804,40.13,0.762
262.921,2.503,40.8,1.388
263.791,2.273,40.34,1.375
251.674,2.149,39.8,1.675
240.98,2.215,37.88,1.113
237.718,2.377,37.09,0.93
247.721,2.758,36.16,0.938
266.84,3.112,35.76,0.6
296.447,3.382,36.04,1.188
306.176,3.692,37.91,2.1
299.642,3.991,38.6,2.175
299.777,4.121,39.79,2.875
303.965,4.137,40.6,3.225
322.928,3.987,41.84,2.563
328.111,3.787,42.84,1.938
328.216,3.46,41.8,1.468
325.452,3.223,42.22,1.763
338.761,3.177,42.13,1.888
330.542,3.171,42.09,2
318.076,3.206,41.51,1.24
313.219,3.329,43.06,1.65
326.305,3.569,41.77,1.963
337.986,3.65,41.72,1.148
330.828,3.631,42.49,1.275
340.959,3.531,42.69,1.738
315.424,3.604,42.63,2.538
333.586,3.556,43.71,1.975
322.57,2.983,43.1,2.363
319.382,2.46,42.21,1.788
313.258,2.364,42.22,1.763
300.322,2.42,42.56,2.038
318.014,2.166,42.42,2.225
337.957,1.937,42.81,2.075
333.809,1.819,43.07,2.488
328.827,1.796,42.73,3.038
331.391,1.862,42.35,2.9
329.823,1.85,42.48,2.088
331.687,1.755,41.34,3.113
328.9,1.512,41.31,2.575
332.753,1.291,41.25,2.763
360.755,1.172,41.48,3.525
372.48,1.117,41.47,2.675
368.902,1.154,42.34,2
371.093,1.263,41.79,2.375
371.283,1.17,42.06,2.475
371.843,1.023,41.11,3.025
368.142,1.061,42.07,2.175
379.922,1.072,41.89,2.213
387.387,1.069,41.48,1.775
402.802,1.097,42.35,2.325
397.912,1.133,41.29,2.45
385.763,1.325,41.43,2.125
390.673,1.405,41.6,2.188
399.227,1.6,42.05,2.388
386.129,1.67,41.67,2.15
408.761,1.612,41.32,2.85
403.778,1.571,40.47,2.95
397.918,1.54,40.51,3.013
408.846,1.413,40.52,2.838
411.991,1.499,40.69,2.675
413.386,1.609,39.94,2.363
414.789,1.555,39.6,2.188
416.003,1.539,38.91,2.413
420.442,1.6,39.22,2.325
424.482,1.796,38.96,2.613
432.139,1.889,38.39,1.8
430.517,1.891,38.12,2.175
424.705,1.856,38.06,2.25
427.069,1.982,37.27,2.438
434.749,2.018,38.17,2.225
438.73,2.057,37.33,2.525
441.742,2.116,37.35,2.075
442.776,2.293,37.8,2.075
444.66,2.549,37.66,2.188
433.836,3.037,38.43,1.29
423.793,3.309,38.72,1.6
424.272,3.379,38.97,1.925
437.135,3.362,38.56,1.588
435.083,3.251,38.44,2.088
443.102,2.976,37.7,2.3
447.239,2.87,37.3,2.263
445.732,2.87,37.46,2.725
454.402,2.903,37.58,3.05
457.704,2.87,37.78,2.275
452.348,2.496,37.88,2.375
455.155,2.195,38.79,2.175
448.06,2.093,39.81,1.913
417.473,2.165,38.9,1.638
441.833,2.297,39,1.575
456.775,2.352,39.4,2.213
453.192,2.259,39.21,2.113
446.791,2.026,39.58,2.163
457.808,1.785,39.91,2.438
431.635,1.583,39.82,1.425
462.182,1.523,39.35,0.948
439.983,1.642,39.44,0.955
466.023,1.83,40.2,1.2
467.19,2.027,40.03,1.128
458.815,2.291,38.76,0.575
455.688,2.532,38.31,1.238
467.977,2.646,38.5,1.725
468.293,2.651,38,0.365
463.04,2.705,38.16,0.828
464.167,2.752,37.42,0.07
458.403,2.9,37.09,0.128
453.217,3.085,36.97,0.652
462.465,3.16,36.76,0.153
448.619,3.375,36.86,0.427
431.987,3.632,36.66,0.115
441.95,3.829,35.25,0.198
477.588,3.864,35.81,0.497
486.007,3.727,35.07,0.342
483.983,3.651,36.1,1.5
487.495,3.606,35.84,3.013
490.643,3.51,36.32,3.35
502.169,3.351,36.45,3.375
506.748,3.098,36.43,2.963
509.875,2.942,36.8,2.7
511.339,2.928,37.11,2.625
511.681,2.906,37.23,2.688
514.143,2.908,36.91,2.8
520.38,3.054,36.3,3.025
511.991,3.17,36.48,2.875
521.062,3.267,37.13,1.713
504.031,3.232,36.9,1.35
496.895,3.22,36.42,1.975
494.503,3.233,35.93,2.113
513.897,3.249,35.54,2.65
499.563,3.326,35.88,2.338
507.185,3.275,36.14,1.838
530.38,3.26,36.21,1.75
532.624,3.325,36.03,1.625
521.238,3.381,35.91,1.25
517.408,3.478,35.29,1.788
514.527,3.527,35.62,2.025
523.206,3.55,36.13,1.875
531.115,3.588,35.81,2.488
532.822,3.594,35.51,2.175
529.97,3.617,35.74,1.9
529.659,3.833,34.34,2.888
528.871,3.909,34.32,2.638
528.986,3.914,34.88,3.013
528.174,3.905,34.85,2.95
526.639,3.866,34.61,2.45
526.263,3.813,34.49,2.438
526.901,3.816,34.52,1.938
528.906,3.721,34.53,2.25
529.187,3.675,34.72,2.113
529.417,3.686,35.54,1.663
529.023,3.678,34.35,1.75
526,3.715,34.11,2.588
522.378,3.842,32.93,3.2
525.881,3.901,33.61,2.238
532.607,3.939,34.65,2.425
533.381,4.038,33.67,2.875
456.493,4.096,34.15,2.95
391.563,4.125,33.47,2.6
421.291,4.123,33.54,2.4
446.826,4.128,33.55,2.288
435.185,4.074,33.68,2
473.502,3.911,33.09,1.788
482.806,3.84,33.54,2.275
503.238,3.841,33.75,2.113
517.531,3.912,34.41,2.425
515.099,4.013,33.91,2.363
522.778,4.142,33.57,2.175
521.515,4.174,33.97,2.138
515.846,4.262,33.5,1.488
518.442,4.362,33.66,1.613
513.073,4.397,32.72,1.838
516.66,4.409,32.73,1.838
520.542,4.5,33.36,1.6
518.366,4.595,32.16,1.613
496.468,4.558,32,1.475
486.053,4.561,32.1,1.475
466.095,4.53,32.13,0.9
448.476,4.626,32.22,2.063
467.19,4.732,31.68,1.75
467.177,4.722,31.95,1.15
456.872,4.677,31.96,2.125
480.042,4.802,32,1.763
486.853,4.814,32.3,1.538
469.963,4.757,31.35,1.975
445.579,4.78,31.66,1.738
494.305,4.863,31.31,2.1
513.125,4.871,31.7,0.845
500.548,5.012,31.35,1.65
504.029,5.253,30.96,1.788
484.611,5.384,30.96,1.8
503.683,5.33,30.96,1.788
504.31,5.227,31.34,2.213
499.788,5.255,31.08,1.788
514.562,5.255,31.54,2.178
521.216,5.362,31.43,2.788
530.021,5.542,31.5,3.2
530.366,5.6,31.48,2.913
520.981,5.51,31.56,3.113
477.806,5.443,31.29,3.125
496.242,5.399,32,2.125
498.77,5.362,31.24,2.95
493.705,5.55,31.81,3.088
434.602,5.586,31.37,3.238
497.573,5.633,31.2,3.675
513.569,5.565,31.89,3.1
497.366,5.377,31.68,2.988
504.535,5.268,31.49,2.588
492.652,5.26,31.15,2.788
472.298,5.251,30.91,3.175
446.9,5.187,31.85,2.688
467.871,5.054,32.13,2.925
483.417,5.073,31.68,3.113
474.286,5.06,31.81,3.063
512.889,4.984,31.93,2.9
518.795,4.946,32.13,2.638
515.37,4.934,31.54,2.3
514.954,4.957,31.86,2.438
508.845,5.079,31.15,3.088
511.918,5.204,31.42,2.775
519.638,5.204,30.92,3.013
532.87,5.181,31.04,2.788
530.972,5.021,31.78,2.1
523.851,5.173,31.07,3.125
458.416,5.46,30.36,3.313
458.752,5.5,30.59,3.163
475.046,5.265,30.64,3.663
505.69,5.069,30.97,3.063
516.494,4.994,31.22,3.313
526.722,5.072,30.96,3.825
508.459,5.105,30.87,3.3
497.411,4.972,30.96,3.338
473.805,4.931,30.77,4.025
492.813,4.909,30.87,3.763
464.735,4.834,31.1,3.987
480.446,4.865,31.17,3.513
481.909,4.825,31.24,3.688
475.454,4.792,31.96,3.7
466.598,4.82,32.32,3.263
464.357,4.842,32.08,2.85
462.541,4.877,31.15,3.425
443.263,4.819,31.07,3.75
453.57,4.698,32.02,3.313
438.896,4.642,31.73,3.413
419.723,4.631,31.93,3.55
435.44,4.74,31.79,3.125
432.492,4.822,31.6,3.425
421.075,4.891,31.85,3.6
422.092,4.72,32.07,3.413
407.593,4.558,31.86,4.187
409.505,4.379,32.33,4.125
402.812,4.293,32.9,4.1
390.392,4.226,33.07,3.563
404.09,4.055,32.98,3.438
390.484,4.048,33.07,3.775
394.915,4.154,32.88,4.55
413.106,4.167,33.23,3.763
386.362,4.162,33.23,4.175
371.698,4.154,33.4,4.425
355.842,4.108,33.19,4.3
392.11,3.955,33.81,4.362
377.471,3.936,33.32,3.95
371.989,4.014,33.64,4.263
346.097,4.129,33.31,4.562
341.86,4.085,33.54,4.025
338.673,3.906,33.3,4.762
353.195,3.839,33.68,4.075
352.92,3.825,33.55,4.725
343.945,3.778,33.8,3.887
359.762,3.667,34.18,3.75
357.863,3.554,33.67,3.738
361.228,3.465,34.23,3.338
366.853,3.506,33.78,3.838
358.997,3.593,33.63,3.913
356.344,3.591,33.74,4.2
345.866,3.605,33.76,3.987
341.073,3.613,33.81,3.288
353.164,3.628,33.84,4.062
357.915,3.671,33.79,3.65
374.313,3.691,33.84,3.85
387.204,3.782,33.41,4.513
386.524,3.835,33.47,4.2
393.55,3.817,33.9,3.7
394.599,3.673,33.8,3.538
391.927,3.634,33.59,3.6
393.064,3.707,33.47,3.613
388.522,3.865,33.29,3.213
386.921,3.896,32.99,3.088
381.675,3.858,32.94,3.275
377.298,3.803,32.59,4.037
366.945,3.803,32.86,3.088
366.365,3.788,32.75,2.688
367.487,3.805,32.5,1.863
359.612,3.834,31.97,2.213
353.609,3.847,31.98,2.588
333.771,3.768,32.21,2.75
338.09,3.691,32.23,3.4
341.339,3.704,32.49,3.525
353.77,3.834,32.53,3.325
351.246,3.882,32.78,2.35
339.159,3.933,32.53,2.8
348.627,3.905,32.14,2.313
356.004,3.859,32.03,2.25
357.636,3.723,31.85,3.213
364.149,3.656,32.29,3.113
350.622,3.641,32.27,3.313
331.906,3.659,32.27,2.913
332.445,3.673,32.52,2.113
322.191,3.804,32.14,2.125
314.366,3.774,31.88,2.513
327.214,3.801,31.97,3.05
315.872,3.88,31.8,3.488
322.985,3.856,31.89,3.2
312.926,3.781,31.94,3.288
317.14,3.716,32.05,3.25
308.494,3.746,32.18,2.475
312.673,3.854,32.15,2.375
312.266,3.867,31.96,2.813
328.612,3.848,31.83,2.688
330.679,3.864,32.04,2.125
309.045,3.915,31.64,1.268
298.628,3.925,31.51,1.8
298.075,3.901,31.52,1.95
290.521,3.985,31.29,1.283
285.777,4.081,31.3,1.9
291.97,4.097,31.24,1.8
299.048,4.066,31.25,2.15
285.948,3.949,31.15,2.288
273.578,3.918,31.4,1.605
274.101,3.912,31.19,2.2
257.529,3.922,31.59,2.325
241.753,3.971,31.68,2.325
260.011,4.086,31.54,2.738
290.377,4.112,31.74,3.1
261.373,4.053,31.69,2.425
254.348,3.993,31.83,2.275
232.691,4.068,31.58,1.333
237.138,3.968,31.5,1.688
234.424,3.951,31.64,1.788
247.531,4.023,31.4,2.85
244.356,3.944,31.54,2.638
245.019,3.917,31.81,1.665
251.381,4.04,31.56,2.563
253.464,4,31.44,3.475
241.207,3.965,31.95,2.788
217.269,3.951,32.22,3.025
205.107,3.927,32.18,3.375
199.346,3.91,32.44,3.025
198.815,3.896,32.64,2.475
