Irradiance[W/m^2],Temperature[deg C],Humidity[%],Wind Speed[m/s]
475.455,3.926,24.15,0.805
477.807,3.998,25.23,0.955
480.352,3.949,26.4,0.797
481.03,3.985,27.24,0.048
482.714,4.093,25.57,0.395
485.265,4.202,24.53,0.255
488.896,4.37,23.9,0.615
490.62,4.597,22.47,0.652
492.949,4.878,22.47,0
495.265,5.172,23.61,0.165
495.623,5.383,19.45,0.582
494.204,5.511,20.37,0
492.445,5.65,22.41,0
497.318,5.781,23.04,0
495.157,5.98,20.99,0.045
493.079,6.374,19.89,0.21
495.455,6.834,19.9,0
501.815,7.071,20.91,0
502.544,7.213,20.43,0
501.361,7.267,19.86,0.427
503.798,7.098,19.29,1.15
504.791,6.911,18.71,0.662
507.111,6.877,20.87,0.272
510.827,6.964,19.7,0.467
511.84,7.012,20.15,0
512.352,7.032,19.3,0.185
512.654,6.974,18.33,0.163
513.417,6.831,19,0.3
514.721,6.72,19.7,0.375
516.442,6.583,19.67,0
519.284,6.58,20.51,0
520.923,6.665,19.69,0
522.871,6.699,19.42,0.117
524.523,6.696,18.88,0.457
525.409,6.562,18.66,0
526.383,6.485,18.41,0.45
527.753,6.459,17.33,1
528.83,6.464,18.1,0.422
529.847,6.459,17.97,0
531.229,6.467,17.15,0
532.291,6.581,16.94,0.4
533.416,6.74,17.43,0.32
534.583,6.843,17.54,0.105
536.014,7.114,16.56,0
537.202,7.437,17.01,0.048
538.245,7.521,17.64,0.21
538.91,7.526,18,0.022
540.752,7.503,17.64,0
542.081,7.454,17.97,0.28
542.92,7.391,18.27,0
544.122,7.367,18.01,0
545.527,7.357,16.73,0
546.4,7.41,16.46,0
547.296,7.461,17.5,0
547.929,7.504,17.1,0
548.902,7.625,17.44,0
549.933,7.792,15.94,0
550.897,8.07,15.87,0
551.763,8.4,15.81,0
552.212,8.57,16.15,0
553.393,8.78,15.97,0
554.43,9.04,15.15,0
555.691,9.08,15.76,0
556.821,9.07,14.93,0
557.958,8.95,14.68,0
558.153,8.86,15.09,0
558.72,8.8,15.01,0
559.667,8.77,14.47,0
560.488,8.68,15.76,0
560.475,8.62,15.09,0
560.805,8.59,14.65,0
563.369,8.62,14.27,0
537.761,8.63,13.69,0
540.025,8.52,13.69,0
551.542,8.39,13.44,0
566.162,8.36,14.15,0
566.499,8.36,14.82,0
567.911,8.48,14.46,0
568.125,8.55,14.08,0.022
568.009,8.59,14.37,0
569.032,8.62,15.22,0
569.456,8.71,15.8,0
569.4,8.81,14.71,0.057
570.289,8.76,14.94,0
570.576,8.71,17.14,0.105
571.436,8.7,15.93,0
571.927,8.65,15.45,0
571.831,8.6,15.31,0
571.857,8.59,15.93,0
572.183,8.57,16.67,0.092
572.116,8.52,16.75,0
572.752,8.46,16.67,0
572.974,8.56,18.55,0
573.672,8.69,16.9,0
573.616,8.79,16.61,0
573.987,8.84,17.04,0
573.898,8.84,16.75,0
574.461,8.81,15.95,0
575.076,8.8,15.79,0
575.95,8.82,15.59,0
576.449,8.82,15.99,0
576.964,8.97,14.48,0
577.505,9.06,14.81,0.155
577.362,8.99,16.3,1.1
576.506,8.92,16.66,0.635
576.724,9.05,16.02,0.342
577.968,9.11,16.51,0.292
578.698,8.96,18.17,0.562
579.05,8.67,17.6,0.53
579.602,8.23,17.63,0
578.926,8.04,17.76,0
578.954,8.02,17.12,0
578.605,8.01,16.58,0
579.052,8.04,16.34,0
580.245,8.15,16.41,0
580.411,8.35,14.93,0
581.397,8.68,16.31,0
579.038,8.95,17.56,0.165
543.066,9.1,17.75,0.022
515.459,9.11,19.35,0.462
530.97,9.14,18.68,0.477
565.868,9.18,18.62,0
578.052,9.01,20.3,0.022
576.197,8.74,19.9,0.45
575.564,8.67,20.04,0.022
575.035,8.81,19.94,0.5
574.549,8.85,20.56,0.092
573.814,8.93,19.63,0
571.711,8.92,19.03,0.627
569.515,8.88,18.78,0.943
568.785,8.85,18.07,0.797
569.108,8.87,20.35,0.47
568.044,9.03,21.35,1.125
568.574,9.1,16.04,0.65
568.016,9.33,17.42,0.245
568.701,9.52,17.08,1.25
569.794,9.63,16.69,1.138
568.129,9.81,17.55,1.25
567.797,10.02,17.74,0.14
568.754,10.2,19.57,1.113
567.478,10.3,16.6,0.035
567.304,10.33,19.97,0.587
565.545,10.33,20.32,0.978
562.185,10.06,19.43,0.895
563.31,9.85,19.2,1.363
563.032,9.81,17.48,0.605
561.276,10,15.22,0.213
560.437,10.13,20.17,0.847
559.625,10.08,19.52,0.787
559.679,9.73,18.92,0.21
560.422,9.49,15.98,0.14
560.229,9.52,17.14,0.155
559.831,9.65,15.16,0.33
558.883,9.81,15.75,0
558.204,9.7,15.08,1.49
557.508,9.48,11.56,1.265
557.158,9.5,11.96,0.682
557.243,9.74,12.65,0.352
556.273,9.89,13.65,0.133
555.592,9.85,12.53,0.52
554.986,9.65,10.26,0.617
554.191,9.48,10.1,0.59
553.507,9.37,10.32,1.538
552.702,9.49,9.94,1.475
551.778,9.6,11.6,0.635
550.734,9.69,13.05,1.525
547.046,9.75,13.45,1.328
549.407,9.61,12.28,1.713
549.401,9.58,11.77,1.525
548.284,9.6,12.27,1.5
547.528,9.59,12.32,1.538
545.577,9.41,14.28,1.375
545.104,9.31,12.64,0.777
543.959,9.12,13.16,1.4
540.439,8.98,11.86,1.663
540.74,8.86,10.25,1.288
540.377,8.78,10.04,1.488
537.203,8.99,11.73,1.613
537.088,9.12,13.19,1.713
532.3,9.15,12.63,1.763
534.049,9.08,10.83,1.303
532.548,9.18,11.57,0.615
530.946,9.37,15.41,0.9
529.514,9.33,16.94,0.545
527.73,9.16,14.31,1.068
526.21,8.96,15.55,1.15
524.838,8.86,14.35,1.413
522.917,8.84,15.09,1.238
520.866,8.82,13.38,0.963
519.3,8.78,14.75,0.602
518.187,8.77,16.83,1.513
518.044,8.82,13.8,1.175
511.085,8.79,14.29,0.605
489.95,8.78,13.53,1.963
486.232,8.87,13.2,1.775
494.381,8.88,14.31,1.575
508.704,8.88,14.29,0.89
508.964,8.8,14.37,0.863
507.456,8.62,14.22,0.602
505.977,8.37,13.96,0.787
504.322,8.32,12.59,0.85
502.876,8.17,13.84,1.04
501.69,8.08,13.51,0.52
500.295,7.868,12.24,0.485
498.627,7.749,11.76,0.188
497.082,7.775,14.47,0.07
495.418,8.06,13.79,0.477
493.585,8.17,12.74,1.125
492.54,8.16,13.19,0.762
491.303,8.17,11.84,0.69
489.939,8.14,10.22,0.415
488.067,8.24,10.37,0.07
486.104,8.41,9.76,0
484.084,8.63,12.06,0
481.981,8.84,13.14,0
479.539,9.01,13.77,0.118
477.642,9.04,15.18,0.168
475.526,9.1,14.17,0.63
473.693,9.16,13.86,0.7
472.322,8.91,12.28,1.165
470.77,8.64,9.71,0.53
469.235,8.71,10.43,0.175
468.04,8.83,12.31,0.367
466.26,8.77,12.4,0.982
464.626,8.64,11.7,1.238
463.002,8.58,12.25,1.388
461.132,8.55,13.22,0.928
459.361,8.36,9.85,0.08
457.622,8.36,9.28,0
455.936,8.54,11.73,0.33
454.071,8.57,12.84,0.68
451.888,8.56,11.32,0.117
450.17,8.57,10.67,0
448.386,8.81,12.38,0.68
446.305,8.91,11.81,0.105
444.13,9.02,11.69,0.67
442.884,9.16,10.38,0.08
441.671,8.98,11.07,0.26
439.89,8.81,12.02,0.84
437.945,8.66,8.37,0.457
436.475,8.56,9.62,0.442
434.267,8.49,9.37,0.487
431.774,8.4,12.3,0.99
429.219,8.52,12.72,0.692
427.008,8.4,11.11,0.13
423.527,8.28,10.8,0.315
420.887,8.31,10.85,0.595
419.28,8.33,9.36,0.597
416.297,8.33,10.98,0.61
414.495,8.4,9.88,0.188
412.113,8.38,8.52,0
409.971,8.43,9.19,0.415
407.887,8.54,11.43,1.078
405.412,8.63,9.02,1.475
402.821,8.75,8.72,0.537
400.589,8.77,8.51,0.447
397.695,8.83,7.762,0.16
394.945,8.69,9.19,0.08
392.408,8.57,12.4,0.082
389.679,8.41,14.22,0.035
387.462,8.36,13.31,0.377
384.638,8.24,14.66,0.13
382.529,8.21,15.43,0.08
379.851,8.24,15.6,0.245
377.232,8.31,13.61,0.348
374.628,8.34,12.99,0.487
371.958,8.4,11.5,0.725
369.568,8.47,12.73,0.315
367.333,8.41,13.07,0.5
364.688,8.29,11.31,0.57
361.992,8.1,11.56,0.422
359.149,8.09,12.67,0.245
356.728,8.22,9.99,0.165
353.947,8.32,10.51,0.092
351.146,8.34,11.65,0.602
348.522,8.3,10.97,0.847
346.1,8.23,10.94,0.297
343.868,8.21,11.95,0
340.93,8.18,13.04,0.292
336.875,8.3,12.01,0.317
334.169,8.39,12.84,0.567
331.475,8.37,12.5,0.75
328.918,8.28,9.78,0.632
326.629,8.24,9.94,0.865
324.008,8.24,9.57,0.272
320.946,8.23,9.45,0
317.678,8.27,11.41,0.08
314.998,8.17,10.05,0.128
312.488,8.06,10,0.395
309.662,7.92,13.51,0.173
306.279,7.864,10.84,0.64
303.411,7.959,10.43,0.425
300.827,7.993,12.77,0.223
298.206,7.998,12.69,0.402
295.695,8.13,16.38,0.08
292.935,8.18,17.41,0.022
290.059,8.02,16.32,0.125
287.157,7.905,17.36,0.377
284.185,8.02,16.55,0.72
280.458,8.09,15.23,0.787
277.205,8.18,15.56,0.702
274.055,8.21,17.26,0.165
270.815,8.26,16.91,0.223
267.446,8.23,16.66,0.387
264.83,8.17,16.09,0.61
261.772,8.11,16.98,0
259.073,8.08,19.82,0.175
256.063,8.07,20.56,0
253.202,8.03,20.23,0.555
250.38,8.01,16.74,0.292
247.57,8.05,16.53,0.208
244.626,8.07,16.41,0.352
241.384,8.08,16.68,0.235
238.708,8.11,19.5,0.022
235.412,8.09,20.74,0
232.601,8.12,16.26,0
229.601,8.23,12.44,0.092
225.901,8.39,16.77,0
220.436,8.51,21.58,0
217.807,8.55,22.27,0.35
214.805,8.52,23.23,0.292
201.647,8.39,22.04,0.45
193.528,8.15,23.07,0.737
192.788,7.902,23.82,0.665
196.921,7.745,22.5,0.482
201.219,7.612,22.48,0.61
199.295,7.558,22.24,0.427
196.16,7.556,23.89,0.59
192.703,7.625,23.38,0.953
189.99,7.675,23.63,0.485
186.719,7.671,23.92,0.045
184.021,7.628,23.11,0.752
181.139,7.595,22.22,0.92
177.936,7.646,22.47,0.07
174.771,7.67,23.57,0.295
171.711,7.686,23.06,0.645
168.699,7.678,25.01,0.2
165.494,7.621,25.49,0.635
162.427,7.587,25.17,0.21
159.285,7.562,24.88,1.138
156.416,7.545,24.2,0.532
153.452,7.566,25.24,0.22
150.431,7.536,25.07,0.762
147.365,7.505,25.17,1.09
144.314,7.463,24.44,0.782
141.353,7.43,25.62,0.472
138.243,7.335,25.32,0.71
135.328,7.255,25.66,0.975
132.422,7.194,25.74,0.29
129.431,7.153,24.21,0.877
126.449,7.073,25.21,1.1
123.354,7.039,24.82,0.605
120.378,7.057,24.59,0.705
117.504,7.072,24.82,0.365
114.46,7.041,25.2,0.652
109.58,6.969,22.88,0.837
107.166,6.949,22.88,0.587
104.888,6.901,22.85,0.245
101.874,6.804,22.86,0.625
99.8606,6.753,24.1,0.943
97.0055,6.603,24.34,0.77
94.2903,6.454,24.49,0.888
91.5142,6.246,26.21,1.063
88.5825,6.033,26.73,1.188
85.6907,5.776,24.88,1
82.9745,5.632,26.2,0.812
80.3608,5.43,26.84,1.188
77.7859,5.223,26.52,1.163
75.169,5.043,26.51,1.25
72.6132,4.889,26.21,1.425
70.1206,4.747,26.04,1.225
65.0069,4.667,26,1.438
48.1145,4.61,25,1.55
28.6592,4.516,25.2,1.188
19.4501,4.43,25,1.338
18.543,4.322,24.94,1.613
18.0693,4.176,25.14,1.475
17.6312,4.048,24.91,1.463
17.2013,3.937,24.01,1.65
16.7671,3.879,24.45,1.375
16.2975,3.8,24.36,1.75
15.8198,3.699,24.49,1.763
15.3039,3.645,25.17,1.838
14.8156,3.596,23.88,1.663
14.3068,3.508,23.77,1.65
13.7628,3.413,24.21,1.9
13.2155,3.358,23.52,1.713
12.6192,3.239,24.33,1.925
12.0871,3.113,24.17,2.113
11.5512,2.967,23.8,2.113
10.9807,2.907,22.41,2.038
10.4252,2.88,22.19,2.125
9.86679,2.856,21.66,2.05
9.36669,2.831,22.34,2.113
8.81229,2.777,22.22,1.9
8.29724,2.721,21.78,1.988
7.78508,2.662,21.31,1.75
7.3304,2.528,23.6,1.588
6.90627,2.271,26.4,1.788
6.47549,2.083,28.23,1.725
6.02572,1.935,27.73,1.688
11.5457,-0.003,38.61,1.125
13.5542,-0.064,38.62,1.113
15.2988,-0.116,39.16,1.625
17.0793,-0.106,39.97,2.088
19.0651,-0.003,40.63,2.038
20.9046,0.074,40.86,2.025
22.9822,0.205,40.86,2.175
25.407,0.302,40.5,2.138
27.8857,0.363,39.84,1.913
30.3144,0.447,39.19,1.988
32.9644,0.513,38.73,1.613
35.4988,0.52,38.36,1.413
38.1256,0.403,38.29,1.45
40.7966,0.335,38.12,1.525
43.4953,0.324,37.58,1.4
46.3342,0.418,36.94,1.2
49.499,0.543,36.31,1.175
52.5303,0.672,35.65,1.213
55.7178,0.804,35.44,0.938
57.9771,0.924,35.56,0.953
54.113,0.96,35.81,1.063
47.7946,1.005,35.99,0.855
54.6028,1.009,36.24,1.038
67.6815,1.03,35.71,0.695
72.8224,1.076,35.5,0.432
76.4206,1.185,34.85,0.717
77.5096,1.259,34.76,0.875
76.7681,1.29,34.53,1.05
73.1099,1.315,34.48,0.637
61.4058,1.334,34.67,1.188
54.9112,1.326,35.52,1.163
59.4255,1.283,36.58,1.225
65.69,1.283,37.07,1.1
69.9507,1.308,36.95,0.33
74.3389,1.339,37.08,0.365
72.9932,1.37,36.85,0.022
67.1036,1.458,36.55,0
62.1557,1.522,36.48,0
59.7785,1.544,36.42,0
59.3501,1.556,36.27,0
59.8834,1.559,35.98,0
60.1606,1.555,35.5,0
59.8246,1.574,35.27,0.117
60.093,1.573,34.33,0.85
60.7095,1.583,34.46,0.727
61.1697,1.624,34.79,0.625
62.1089,1.721,34.69,0.265
63.237,1.785,34.51,0.802
64.6086,1.812,34.59,0.813
66.4077,1.833,34.18,1.375
68.3075,1.839,34.47,1.175
69.5551,1.822,35.01,1.063
70.8838,1.804,35.11,1.113
72.2701,1.777,35.4,1.075
73.2475,1.715,35.16,0.925
74.2709,1.701,35.06,0.913
75.1665,1.662,35.56,0.9
75.8564,1.608,35.47,1.138
76.1728,1.555,35.88,1.35
76.2334,1.459,36.18,1.313
76.1433,1.391,36.13,1.2
75.9467,1.35,35.99,0.963
75.583,1.321,35.99,0.95
75.251,1.308,35.8,0.888
74.9638,1.261,35.89,0.528
74.5188,1.215,35.95,0.562
73.8693,1.227,35.6,0.665
73.2738,1.256,35.9,1.2
72.7613,1.258,35.96,0.988
72.332,1.293,35.78,1.313
72.25,1.354,35.6,1.45
72.2543,1.451,35.26,1.3
72.4514,1.525,34.64,1.1
72.9138,1.588,33.89,1.1
72.9775,1.725,33.54,0.495
73.7284,1.807,32.85,0.07
75.6375,1.904,32.39,0.057
78.1806,2.042,32.49,0.385
79.4251,2.126,33.46,1
80.9154,2.202,33.66,1.15
85.8943,2.246,33.26,1.513
103.202,2.267,32.61,1.863
116.546,2.273,32.26,1.625
118.703,2.169,32.57,2.025
126.64,2.063,33.63,1.775
131.434,1.876,34.88,1.113
127.661,1.725,35.6,1.475
112.462,1.59,36.76,2.188
107.6,1.516,36.95,1.513
105.072,1.499,36.99,1.425
117.872,1.564,36.56,1.263
143.651,1.64,36.2,1.275
154.622,1.662,36.41,1.2
185.656,1.747,36.29,1.8
196.467,1.837,36.74,1.663
203.97,1.991,37.11,1.325
223.06,2.11,37.25,1.213
240.6,2.306,35.93,1.363
254.632,2.493,35.19,1.625
259.331,2.593,35.41,1.938
262.776,2.73,36.22,2.238
248.653,2.795,35.84,2.438
238.859,2.801,36.26,1.8
246.319,2.771,35.82,1.563
256.037,2.77,35.55,1.625
243.329,2.771,36.11,1.413
247.908,2.748,36.81,1.3
251.625,2.791,36.81,1.725
251.665,2.832,36.05,1.825
263.216,2.911,35.09,1.575
250.678,3.063,34.81,1.263
238.362,3.111,35.61,1.263
248.75,3.204,35.87,1.413
264.732,3.301,35.86,1.613
278.076,3.329,36.16,1.463
282.812,3.335,35.72,2.138
291.955,3.352,36.35,1.813
329.685,3.338,37.01,1.888
337.729,3.321,37.18,2.038
336.103,3.277,36.69,2.05
337.482,3.228,36.61,1.6
351.847,3.05,36.6,1.788
357.663,2.814,36.62,1.525
356.116,2.71,36.34,1.275
350.775,2.779,34.9,1.538
353.448,2.966,34.17,1.65
354.561,3.203,34.43,1.675
360.637,3.449,32.48,1.738
365.729,3.648,31.79,1.528
370.273,3.848,30.9,1.438
376.973,3.91,32.9,1.525
367.202,3.9,34.36,1.338
384.06,3.876,33.39,0.9
403.222,3.932,33.74,1.338
412.635,4.085,33.39,1.6
411.079,4.155,33.8,1.425
373.159,4.25,33.91,1.225
375.563,4.281,34.08,1.6
395.71,4.289,31.9,1.413
410.601,4.365,30.88,0.375
431.347,4.539,29.85,0.223
404.571,4.726,29.21,0.105
417.318,4.911,28.35,0.022
407.589,5.105,27.84,0
348.093,5.234,27.51,0
344.001,5.366,28.52,0.035
350.054,5.432,28.79,1.075
332.517,5.483,29.27,0.742
331.9,5.553,30.41,0.547
250.024,5.61,31,1
207.923,5.619,30.69,1.175
182.025,5.531,29.19,1.05
202.091,5.472,29.13,0.795
209.237,5.439,28.63,0.54
222.628,5.363,28.19,0.95
307.826,5.295,28.31,0.602
373.763,5.299,28.41,1.25
432.254,5.363,28.08,1.025
435.082,5.436,27.76,0.938
451.359,5.512,29.54,0.89
479.24,5.6,30.15,1.375
462.221,5.641,30.86,1.263
463.933,5.673,31.42,0.672
474.282,5.715,30.34,0.852
471.302,5.865,27.4,1.213
500.451,6.16,21.82,0.13
447.859,6.681,18.14,0.572
401.413,7.228,17.29,1.313
359.11,7.723,18.83,0.35
333.295,8.05,22.75,0.963
338.364,8.09,22.25,0.342
291.241,8.07,24.26,0
348.045,8.08,26.01,0
389.717,8.26,24.97,0
361.557,8.45,21.6,0
356.948,8.48,25.11,0
495.999,8.38,24.93,0
505.425,8.33,24.27,0
504.835,8.42,23.66,0
504.264,8.56,23.56,0
503.946,8.62,21.93,0
504.187,8.68,20.92,0
504.873,8.75,19.99,0
506.032,8.79,19.9,0
507.428,8.82,20,0
509.384,8.83,19.31,0
511.677,8.95,20.7,0
514.1,9.22,20.88,0
516.704,9.51,20.96,0
518.81,9.71,20.96,0.022
520.656,9.76,22.03,0
521.9,9.62,20.52,0.352
521.56,9.4,21.09,0
520.443,9.21,20.94,0
520.566,9.1,20.85,0
520.189,9.09,21.95,0
519.638,9.11,23.14,0
518.177,9.13,22.22,0
516.216,9.1,21.83,0
516.467,9.07,22.39,0.432
517.846,9.04,22.61,0
519.812,9.04,22.5,0
518.711,9.1,22.44,0
518.825,9.33,23.44,0.367
519.76,9.6,24.06,0.988
521.324,9.9,23.71,0.82
522.833,10.04,23.04,0.282
524.328,10.15,22.29,0
526.292,10.18,21.48,0
527.63,10.2,21.43,0
528.939,10.32,20.99,0
529.85,10.37,20.89,0
530.523,10.39,20.79,0.652
531.484,10.49,20.05,0
532.389,10.63,21.26,0.022
533.543,10.65,17.4,0.163
533.829,10.67,17.29,0.105
532.481,10.68,17.21,0
529.003,10.79,17.08,0
518.278,10.87,17.32,0.362
525.057,10.86,18.49,0
516.66,10.92,18.72,0.762
515.705,10.89,18.13,0.215
526.154,10.52,19.7,0.555
532.196,10.4,21.05,0.825
534.462,10.41,19.61,0.915
532.92,10.6,20.47,1.075
535.482,10.75,20.77,1.118
527.406,10.89,20.45,0.335
515.691,10.93,20.77,1.388
522.219,11.09,21.51,0.762
526.146,11.16,24.1,1.338
527.424,10.86,25.54,1.45
486.573,10.38,26.99,1.275
496.157,9.91,28.77,1.85
517.644,9.41,29.64,1.525
499.801,8.94,27.91,1.45
484.391,8.55,26.69,1.3
523.149,8.25,27.2,0.58
472.584,8.01,26.5,0.76
517.2,7.879,23.32,1.45
535.526,7.942,23.74,1.363
533.544,7.992,22.84,1.325
532.79,7.895,24.07,0.975
531.205,7.825,24.38,1.463
535.489,7.779,25.15,1.225
533.078,7.717,23.77,1.088
534.92,7.651,23.92,0.317
544.448,7.618,26.71,1.415
543.869,7.403,31.88,1.538
542.643,6.945,32.86,1.775
546.29,6.664,33.28,1.45
547.028,6.519,32.93,1.075
546.852,6.462,32.81,0.485
548.814,6.396,32.13,0
547.798,6.374,31.62,0
548.654,6.38,32.03,0
549.802,6.429,29.92,0.215
549.344,6.658,29.37,1.325
549.236,6.852,28.59,1.3
549.514,6.959,29.42,1.275
548.781,6.93,31.12,1.088
548.511,6.793,31.99,1.138
548.029,6.739,29.71,1.013
549.431,6.755,30.96,0.317
550.419,6.873,30.23,0.185
550.348,7.195,26.22,0.717
549.797,7.772,26.77,0.672
550.869,8.36,30.25,1.093
551.247,8.67,26.88,1.113
551.348,8.83,25.84,0.565
552.416,8.99,26.63,0.747
552.962,9.01,26.7,0.817
553.581,8.89,26.59,0.495
556.102,8.86,26.94,0.852
556.446,8.89,25,0.587
554.17,9.06,23.67,0.163
555.513,9.2,23.29,0.402
554.757,9.27,23.49,0.022
548.969,9.31,23.81,0.943
554.463,9.4,22.46,1.028
477.153,9.42,23.55,0.402
515.934,9.42,23.99,0.958
554.061,9.38,23.52,0.545
551.903,9.32,24.32,0.425
549.226,9.29,24.04,0.117
548.413,9.24,24.49,0.422
551.692,9.18,24.76,0.535
559.274,9.22,23.53,1.3
546.262,9.44,23.73,0.895
558.989,9.55,23.87,0.757
549.064,9.49,22.36,1.088
551.969,9.67,20.28,0.797
552.827,9.78,21.94,0.852
554.251,9.83,23.88,1.188
555.416,9.91,23.42,2.113
551.202,10.06,22.88,2.213
555.184,9.98,22.49,1.3
554.011,9.74,21.93,1.265
553.681,9.55,21.71,1.613
553.937,9.44,21.4,1.6
553.356,9.41,22.82,1.675
551.684,9.42,21.02,1.813
551.446,9.41,22.49,1.563
551.24,9.37,21.88,1.65
551.343,9.32,19.46,2.438
551.424,9.34,21.56,1.85
550.783,9.36,24,1.373
550.769,9.22,23.47,1.3
548.789,9.25,24.57,1.463
543.329,9.28,23.77,1.8
542.653,9.31,22.13,1.265
543.397,9.32,22.9,1.553
542.801,9.31,21.89,1.2
537.914,9.2,23.05,1.073
539.62,9.22,22.66,1.738
538.688,9.3,22.02,1.34
538.72,9.35,23.11,1.23
535.806,9.26,23.51,1.075
533.795,9,22.23,1.018
530.638,8.81,21.96,1.115
531.17,8.72,21.28,1.003
530.178,8.68,22.72,1.363
532.398,8.61,22.39,1.35
531.356,8.6,23.64,1.17
534.485,8.63,21.97,1.613
530.455,8.78,24.61,1.265
525.765,8.96,23.71,1.518
531.047,9.16,22.18,1.7
534.487,9.2,22.05,1.463
529.286,9.17,23.91,1.083
524.464,9.13,22.73,1.7
525.064,9.07,23.85,1.263
527.266,9.1,24.93,1.088
528.259,9.27,26,0.888
477.099,9.49,24.65,0.772
472.503,9.52,24.76,1.163
500.907,9.52,24.87,1.275
487.616,9.49,25.48,0.977
491.848,9.57,25.46,1.303
487.006,9.61,25.59,1.068
480.583,9.63,24.5,1.34
421.438,9.59,25.42,0.855
492.185,9.42,25.69,0.95
489.097,9.33,24.4,1.313
507.002,9.33,22.77,1.253
513.879,9.44,23.81,1.488
518.999,9.55,23.7,1.788
490.088,9.61,23.34,1.713
457.481,9.65,23.13,2.138
455.108,9.68,21.59,2.1
538.504,9.81,21.91,2.163
541.242,9.91,22.82,2.425
552.135,9.93,22.78,2.675
542.999,9.97,23.08,2.838
545.374,9.99,22.61,2.775
555.951,10.01,23.52,2.425
551.188,10.12,21.62,2.55
556.396,10.14,22.88,1.988
574.158,10.11,23.05,3.013
576.002,10.02,23.36,2.963
579.577,9.93,23.7,2.638
524.137,9.88,24.27,2.738
585.921,9.89,23.24,2.85
588.263,9.75,23.87,2.188
601.393,9.65,24.44,2.513
583.83,9.65,25.03,2.05
566.72,9.63,23.7,2
544.744,9.54,25.48,1.788
514.609,9.46,24.68,2.238
495.841,9.61,23.03,2.513
494.488,9.82,23.26,3.088
483.556,9.85,25.71,2.113
480.037,9.77,25.39,1.963
456.487,9.61,24.68,1.675
422.242,9.44,25.01,1.408
342.027,9.34,23.41,1.525
430.49,9.21,24.51,2.313
423.604,9.13,24.71,1.428
418.539,9.05,24.58,1.55
350.165,9.03,23.65,2.238
405.622,9.13,23.62,1.95
325.642,9.32,23.82,2.4
264.068,9.38,24.15,1.9
262.055,9.38,23.49,1.925
221.088,9.23,24.48,1.588
225.441,9.02,25.95,1.513
226.263,8.86,26.15,1.12
238.382,8.69,27.27,1.35
230.525,8.6,25.85,2.3
235.694,8.57,26.26,1.813
241.849,8.57,26.31,1.8
250.392,8.54,24.15,2.375
273.285,8.47,25.63,1.23
318.444,8.35,26.12,1.363
384.101,8.32,26.91,1.55
399.932,8.39,25.91,1.925
393.692,8.46,26.77,1.988
421.161,8.5,23.94,2.163
510.939,8.6,24.7,2.35
508.903,8.77,24.63,2.438
535.635,8.98,24.88,2.75
489.491,9.18,23.89,2.55
350.431,9.32,25.1,1.913
527.153,9.42,24.84,2
546.674,9.43,25.5,2.338
543.319,9.41,24.88,2.35
431.375,9.41,23.72,2.025
426.19,9.55,24.09,2.038
498.974,9.6,24.07,1.775
496.926,9.66,24.95,1.8
480.782,9.79,25.64,1.938
453.531,9.89,24.71,1.8
431.416,9.89,23.26,2.025
441.3,9.85,24.87,1.208
436.659,9.86,23.81,0.742
423.654,9.87,26.1,1.303
407.903,9.88,25.13,0.943
373.63,9.84,25.75,0.998
393.64,9.69,25.04,1.825
379,9.61,25.47,0.872
376.705,9.56,25,1.325
386.397,9.55,24.95,1.375
401.366,9.56,24.84,1.125
400.31,9.53,24.78,1.25
396.848,9.46,23.56,1.55
391.159,9.53,24.82,1.463
369.073,9.57,25.06,1.638
372.355,9.6,22.91,2.163
369.311,9.68,23.69,1.638
372.882,9.82,24.01,2.388
379.661,9.85,24.79,2.325
379.921,9.77,23.46,2.55
397.558,9.57,23.1,2.425
416.025,9.46,23.06,2.325
427.731,9.64,22.61,1.875
425.842,9.85,21.21,0.913
427.27,10,22.06,0.537
425.907,10.13,21.23,1.2
431.497,10.28,22.78,1.8
434.263,10.43,23.93,2.725
428.149,10.46,22.82,2.738
422.237,10.52,23.16,2.213
413.15,10.61,22.86,2.325
403.428,10.69,22.35,1.825
396.177,10.8,23.71,2.388
388.426,10.85,25.34,2.113
377.632,10.9,23.86,1.6
367.819,10.95,22.69,2.05
358.769,10.83,23.12,1.738
353.425,10.69,24.67,1.688
348.175,10.54,25.24,1.488
344.477,10.25,24.42,1.463
341.498,10.06,23.7,1.55
336.543,9.9,23.55,1.7
334.704,9.66,24.23,1.488
325.001,9.52,24.55,1.6
314.329,9.55,24.34,1.788
295.15,9.64,23.39,1.763
291.759,9.79,22.61,1.113
277.549,9.97,23.69,1.438
267.528,10.12,22.91,1.5
260.05,10.16,23.59,1.95
248.53,10.14,23.82,1.688
240.501,10.13,23.06,1.538
221.822,10.13,22.86,1.275
204.754,10.13,23.2,1.788
201.176,10.04,25.71,2.163
190.296,9.92,25.21,1.763
174.741,9.72,24.83,1.525
162.149,9.54,24.51,1.375
162.511,9.32,24.74,1.4
161.769,9.1,26.62,0.933
149.534,8.93,26.58,0.93
145.255,8.84,26.88,0.76
141.005,8.7,25.82,0.665
127.538,8.6,24.88,0.035
139.779,8.56,26.1,0.595
155.8,8.54,26.46,0.802
156.793,8.56,26.38,0.757
145.589,8.59,26.28,0.612
146.537,8.59,26.53,0.317
161.194,8.55,26.19,1.063
184.705,8.5,27.29,0.213
